"author","datePosted","title","review","HTML","overall","parts","buildingExperience","playability","valueForMoney"
"A_Brickset_user","2005-04-18T22:20:23Z","Marvellous set","Adventurers is the most entertaining of the themes and this set has added more hours of fun to my collection. My 3-year-old son is intrigued by the warning hieroglyphic on the tomb - that attention to detail is what makes LEGO so special and this set is full of such nice flourishes. ",FALSE,5,0,0,0,0
"mrmitch","2007-06-11T02:12:40.623Z","Cleaver set design at a great price","This set helped fuel my passion to be a LEGO collector. The pulling of the spear makes a black chain raise the top of the crypt to reveal the skelton. You get a tree, skelton with rare head dress Johnny and Sinister. Cool piece with the drawings on them. The treasure is hidden in a neat location but I am not going to give it away. BUY THIS SET IF YOU GET THE CHANCE.",FALSE,5,0,0,0,0
"hustla187","2008-11-29T18:12:13.89Z","Just Perfect in Every Way","I got this set on Christmas Day in 1999. I really liked this set alot. The tomb is just fantastic with the cat-like statue on top and the chain that opens it up. The palm tree is also a great feature of this set. The mummy isn't bad either. This should be the best Desert set ever made.",FALSE,5,0,0,0,0
"smiley905","2007-12-29T19:03:13.95Z","very good and works like it should","this set works great, you pull the spear and the lid moves up to reveal a skeliton! ououh! scary. well, its pretty cool. it comes with great peices and a palm tree which rocks. the jackle is simple but looks fine, you can tell what it is easy, and the treasure chest in it is very cool. this is like my favorite egipt set i got, its awsome, and one of the highest rated sets on brickset",FALSE,5,0,0,0,0
"skyscraper","2008-01-04T18:53:17.763Z","Great peices!","I really loved this set, I got it for cheap to. You get a plam tree a skelleton and working tomb that opens its perfect!Get it if you find it ( Iwas luck that I got it for cheap.

pros
skeleton
kind tut head gear
jonny thunder
sam sinister
cool looking tomb
opening device
plenty of weapons 
plam tree

cons 
ZIPO! ",FALSE,5,0,0,0,0
"legoman4694","2008-05-14T23:02:33.903Z","yet another 5","this set is awesome. i got it for 99 cents on ebay and it was worth more. there are a lot of cool hyrogliphic parts and i noticed there is a difference in the egypt sets maps. its the only egypt set i have that is not a vehicle. its cool how you pull the spear and the tomb opens up only to reveil a skeleton. the actual treasur is hidden in a chest. the headdress is also cool because its blank (most have stripes). also the back of the box has good alternate models. only 1 question. how many more 5s until it has a perfect 5 on the side?",FALSE,5,0,0,0,0
"knuclear200x","2009-05-20T21:01:26.217Z","Face Melted by Awesomeness","A lot of the sets I used to own didn't have too many interactive features. Sure I had a lot of cars and that one set with the secret decoding translucent pieces, but this one topped them all. 

The pieces were cool, containing one small brown treasure chest and those delicious looking gold coins...mmm...uh...i mean shiny gold coins...yes...a chain, and a cool bendy palm tree. A lot of nice figures too, we had Johnny Thunder himself, the evil tophat guy who remained nameless to me til today, a scorpion and loose-armed skeleton wearing a pharaoh's headgear. The skeleton wasn't as fun back in the day (in my opinion) because of its loose, unposeable arms. But they changed that years later.

But the main feature of this set was the treasure tomb under the Anubis Statue. I've seen a lot of sets that featured things like catapults that didn't always impress, but this one was just awesome. The chain connects one end of the statue and a spear lever on the other. By simply pulling the lever back, it will open the smoothly placed compartment and reveal the sacred treasure...under the zombie skeleton and scorpion. The two won't pop out at you or anything, but you can imagine it which pretty much is part of the fun. What's even better is that you can play with the compartment over and over and it wont break off til after a long while.

And after you're done with it and have many extra pieces at your disposal, you can take it apart and turn the tomb into a secret base or some kind of protective shelter with laser guns etc. But its up to you.",FALSE,5,0,0,0,0
"legostarwarsfan","2010-03-31T10:30:42.39Z","Awesome","I love this set. It has really awesome figs and a cool tomb<br><br>PROS:<br><ul><li>Johnny Thunder</li><li>Sly Boot</li><li>The tomb opens</li><li>Treasure</li><li>Palm tree</li><li>Rare pharao hood</li><li>Stickers look cool</li><li>Scorpion<br></li></ul>CONS:<br><ul><li>NONE</li></ul><br>Get this set.<br>",TRUE,5,5,5,5,5
"absolutelylez","2008-12-16T15:48:46.827Z","One of my favourite sets","PROS
- Great design, with chain used to pull up the tomb
- The adventurers are tricked to look inside (finding a mummy!) and don't see the treasure right in their faces (in the jackal statue!)
- Little palm tree
- Nice simple design

CONS
- The design of the pulley bit makes it easy to break off and that was irritating",FALSE,5,0,0,0,0
"SaintElsewhere","2010-02-14T17:17:35.03Z","Beware the pharaoh's curse!","   This set is quite lovely. The tomb in the middle of the desert is well-executed, with the jackal statue that doubles as a treasure chest; the spear lever that opens the tomb; and the printed tile warning trespassers of the danger that lurks within all serving as prime examples of the detail Lego put into their sets back in the days when ""Only the best is good enough"" actually meant something.
   The minifigures are great to look at, especially Slyboots, who is dressed rather improperly for the Egyptian desert, with a black dinner jacket and top hat. Johnny Thunder, on the other hand, is a bit more sensible, with an open-collared khaki shirt, a wide-brimmed fedora to protect him from the sun, and a handkerchief in case of dust storms. Then the skeleton has...a headdress. Yay.

Pros:
*hieroglyphs add detail
*scorpion
*jackal-statue/treasure chest is a nice touch
*printed map tile
*palm tree is a nice touch

Cons:
none
",FALSE,5,5,4,4,5
"Chaz777","2009-04-07T11:00:22.263Z","Brilliant set, up there with the best of them","This has always been one of my favourite sets, because, as I said in my review of 6672, you get so much.
I was about four or five when the first adventurers sets came out, and when I first saw them in the catalogue I wanted them badly, but since my birthday was coming up, mum said I could only have one small set at the time, then the two 'big ones' (Sphinx secret suprise and Temple of Anubis) for my birthday. This was the small set I chose.
I certainly wasn't disappointed. This set lasted me for about two months of solid playing and building, which was easy because of the bricks you get. You really do get everything you need for any Egyptian adventuring situation you can think of. The featured model, for a start, which is a nicely designed sarcophagus- type thing, with the statue of Anubis on top concealing the hidden gold coins, and the long-dead priest laying in the main compartment. Which, by the way, opens when you pull the spear lever next to it.
As well as that, you also get the main protagonist of the theme, Johnny Thunder, and the main antagonist, 'Snake boots' (or Lizard boots, as I called him for some reason). And they aren't short of equipment, either, having a weapon each, a revolver and a rifle, and a map which they have to fight over. You also get a palm tree thrown in for good measure, which is on it's own little 4x4 plate piece so you can position it anywhere. 
I also want to talk about the skeleton, which I still like more than the 'What the hell is he wearing' mummy from the larger sets. His headpiece is fairly rare nowadays, and he has a scorpion to protect him, which I thought was pretty cool.
And to top it all off, the alternate models are pretty good, too, with the two hieroglyphic panels and Egyptian warning sign piece making any temple, tower or ruin you like possible.
Oh, and I should mention that the hieroglyphic panels on either side of the sarcophagus are stickers, which would be a con in any other review, but I've never really minded them that much, so in this review they're a pro because they look cool.
So all in all, this is a fine set that is well worth hunting down, either as a counterpart to some of the other Egyptian sets, the start of a new collection, or just because it's a great little set.",FALSE,5,0,0,0,0
"BasiltheBatlord","2009-08-13T18:15:20.827Z","Oasis Tomb","A great little tomb. There is a lever that can be pulled to open it, and it is topped with a jackal statue. There are some coins and a scorpion, the latter of which can hide in the tomb. There is also a skeleton with a head dress.  The jackal statue can be opened to put the coins inside.

For figs, the set has the skeleton, Sam Sinister with a rifle and pistol, and Johnny Thunder with a map.",FALSE,5,0,0,0,0
