"author","datePosted","title","review","HTML","overall","parts","buildingExperience","playability","valueForMoney"
"gjamesaustin2000","2010-12-20T18:53:47.557Z","Me first person to reveiw!","Good maldorians.<div>Pros:</div><div>^</div><div>and</div><div>Speeder+ 2 guns.</div><div>I made a Jango Fett out of it!</div><div>new pistols</div><div>con:</div><div>weird faces.</div><div>&nbsp;I LIKE TOTALY RECOMEND THIS TO A FRIEND!</div>",FALSE,5,5,5,5,5
"therealindy","2010-12-28T05:16:07.763Z","Perfect for all kinds of psychotic super-villains!","<div>Hmmm... &nbsp;I see that no one has reviewed the Mandalorians yet. &nbsp;Undoubtedly because this set is just very &quot;what you see is what you get&quot;!!</div>
<div><br />
&nbsp;</div>
<div>You get four identical Mandos. &nbsp;They look like this...</div>
<div><br />
&nbsp;</div>
<p><a href=""http://www.bricklink.com/catalogItemPic.asp?M=sw296"">http://www.bricklink.com/catalogItemPic.asp?M=sw296</a></p>
<div><br />
&nbsp;</div>
<div>Their faces take Clonewarsification to the next level. &nbsp;They look like this...</div>
<div><br />
&nbsp;</div>
<div><a href=""http://www.bricklink.com/catalogItemPic.asp?P=3626bpb519"">http://www.bricklink.com/catalogItemPic.asp?P=3626bpb519</a></div>
<div><br />
&nbsp;</div>
<div>The heads are perfect for all kinds of psychotic super-villains, including James-Bond style icey-eyed megalomaniacs, and extra-evil &quot;German Guards&quot; from the '40s to give your favorite archaeologist a formidable challenge!</div>
<div><br />
&nbsp;</div>
<div>Fortune and Glory!</div>",TRUE,5,5,5,5,5
"Carl","2011-01-02T17:01:20.923Z","Mandalorian Battle Pack","This is my second Star Wars set of 2011, and overall I am pleased.<div><br></div><h4>Minifigures</h4><div><br></div><div>Just like the Clone Trooper Battle Pack of 2011, all the minifigures in this set are unique to it. However unlike the Clone Trooper Battle Pack, there is only one type of minifigure in this set: the Mandalorian Death Watch Soldier. Although this does mark it down a bit in my opinion, the Mandalorian is still a very good minifigure, and you can easily make a Jango Fett MOC using their pieces. The jetpacks are the same as the ones on the Clones in the Corporate Alliance Tank Droid but grey instead of white, and the helmets are the same as Boba Fett's in the most recent Slave I but grey and blue instead of green and dark red. The rifle/turret is pretty cool too, and is easy for a minifigure to hold.</div><div><br></div><h4>Speeder</h4><div><br></div><div>The Mandalorian Speeder is pretty cool, and is very accurate to its Clone Wars appearance. It has a see-through 2x2x1&nbsp;cylindrical brick underneath it to give the impression that it is flying. One Mandalorian can be seated in it and it has no space to store accesories.</div><div><span class=""Apple-style-span"" style=""line-height: 18px; font-size: 14px; color: rgb(173, 24, 8); font-weight: bold; ""><br></span></div><h4>Turret</h4><div><br></div><div>The Turret is a nice addition to this Battle Pack, and is built well. I find the gun&nbsp;swivels a little too easy though, and this can be a pain if your targeting a Clone and then suddenly you targeting your friend on the speeder.</div><div><span class=""Apple-style-span"" style=""line-height: 18px; font-size: 14px; color: rgb(173, 24, 8); font-weight: bold; ""><br></span></div><h4>Pros and Cons</h4><p><br></p><p>Pros:</p><p></p><ul><li>- Mandalorians</li><li>- Speeder is Clone Wars accurate</li><li>- Turret</li><li>- Rifle/Turret</li><li>- Not many battle packs required because of all minifigures being the same</li><li>&nbsp;</li></ul><p></p><p>Cons:</p><p></p><ul><li>- No different minifigures (Mandalorian commander?..)</li></ul><h4><br></h4><h4>Price</h4><div><br></div><div>Just like with the Clone Trooper Battle Pack, I think that $17.50 (NZD) is decent for a brand new Star Wars battle pack.</div><div><br></div><h4>Overall</h4><div><br></div><div>Overall I am pleased with this set and I would recommend it to most, however I probably wouldn't get many purely because there are no different minifigures, so you don't miss out on anything if you only get one battle pack.</div><p></p>",TRUE,5,5,4,5,5
"AETerry","2011-01-04T22:28:09.97Z","Mandalorian Review","<p>It's not very often that Lego Star Wars has a compelling set that gets my interest. I didn't just buy one, I bought two sets of this and I may, as part of army building, buy more as the year progresses.</p>
<p>&nbsp;</p>
<p>The 4 minifigures are the Mandalorian Death Watch Soldiers, which I guess appear in the Clone Wars t.v. series. That explains the styling of their faces. And a good thing they have those snazzy blue Mandalorian helmets, otherwise they look highly sleep deprived and angry about it too. They feature a blue &amp; grey coloring scheme for their armor, grey backpacks and each of them has at least one weapon they can carry.</p>
<p>&nbsp;</p>
<p>Before I go onto the rest of the set, I should mention one of the weapons carried is that classic video camera/bazooka piece with a minibuild for it so it's a tripod heavy laser cannon. </p>
<p>&nbsp;</p>
<p>The Speeder Bike is&nbsp;a solid little build with a clear brick underneath to give the illusion it's hovering. Complementing the Mandalorians, it too is a blue &amp; grey design.</p>
<p>&nbsp;</p>
<p>Finishing out this set is a Weapons Turrent, also a blue &amp; grey design.</p>
<p>&nbsp;</p>
<p>As someone who isn't all -that- familiar with every nuance of Star Wars or LEGO Star Wars, this is a great and wonderful little set. Obviously, if you've been collecting, just starting out, pick up random sets here and there... this set is well worth picking up.</p>",TRUE,5,5,5,5,5
"CapnRex101","2010-12-29T17:51:09.99Z","7914 - Mandalorian Battle Pack","<p>This is another brilliant&nbsp;offering&nbsp;from the January 2011 wave of Lego Star Wars, not quite as good as the Clone Trooper Battle Pack but still very good indeed.</p>
<h4>Box/Instructions</h4><p>The box art for this set is spectacular much like that of the Clone Trooper Battle Pack with the turret and speeder surrounded by Mandalorians and blaster fire. The box is the same size as all of the other battle packs as you might expect.</p><p>The instructions are faultless, as usual, and I had no missing pieces, in fact I had an extra Mandalorian helmet!</p>
<h4>Parts</h4><p>There are some nice pieces in this set such as of course the Mandalorian helmet (which with just a single sticker could be turned into that of Pre Vizsla) which you get four of or in my case five! The piece which connects the barrel of the turret to the stand may be a new&nbsp;piece&nbsp;as although I have not seen it in a set before, it could well be a piece I have simply not noticed. This set also includes some new pistols, these are basically the old pistols which came with the ARC trooper armour crossed with the basic short Star Wars blaster. They also appear in the Bounty Hunter Gunship and the new Clone Trooper Battle Pack.</p>
<h4>Minifigures</h4><p>The Minifigures in this set are the stand out feature for me! The helmets are very good and are very accurate to those seen in the television show. The torso printing is quite good and features a fair amount of detail as well. The jetpack is the same piece as seen in the Corporate Alliance Tank Droid but has been recoloured in dark grey.</p>
<h4>The build</h4><p>The build for this set is very short taking only five to ten minutes like the Clone Trooper Battle Pack. The build is very straightforward and easy, and utilises no new or interesting building techniques as far as I can see.</p>
<h4>The completed model</h4><p>Overall the model looks brilliant. The light turret looks really good, and could double as a chain gun or rotary cannon (still holding out for a piece for that). The heavier turret also looks quite good but perhaps needs something else at the front instead of just that blue piece. It just makes the armour look a bit weak. The speeder is lovely, very accurate to the episodes it appears in and very well designed.But it&nbsp;is&nbsp;the figures that take the set up a level.&nbsp;</p>
<h4>Summary</h4><p>Overall I feel this set could do with a couple of touches here and there but even without any modifications this is really a wonderful set. I think it would make a nice small gift for any Lego or Star Wars fan (including yourself) and would advise people to buy it. I hope to get a couple more of these and create a small Death Watch army to take on the might of the Republic and their valiant Clone troopers.</p><p><br></p><p>Overall - 9/10</p>",TRUE,5,5,4,4,5
"Watto115","2011-01-02T13:53:35Z","Jango Fett's minions","<p>This is my favorite battlepack that ever came out here are the pros and cons</p>
<p>pros</p>
<p>Nice turrent</p>
<p>4 plain Mandalorians,great for army building</p>
<p>Great for Jango Fett MOCs</p>
<p>Great for Pre Vizsla MOCs</p>
<p>Nice speeder</p>
<p>&nbsp;</p>
<p>Cons</p>
<p>Not enough pieces for price</p>
<p>14.99 at ToysRUs</p>
<p>Same mold as Boba Fett's helmet but it doesn't bother me much since their all Mandalorians</p>
<p>&nbsp;</p>
<p>Overall Very nice battlepack and probably one of the best that ever came out&nbsp;</p>
<p>&nbsp;</p>",TRUE,5,5,4,4,3
"Kiiranaux","2011-02-20T13:33:07.39Z","Simple, as it needs to be.","Picked this up in target the other day. As you might expect, there is not much to it. But you get exactly what you might want to get. 4 excellent (though identical) mandalorian figures,&nbsp; a nice assortment of weapons including a mildly clever turret, and a typical speeder which ""hovers"" through a trans-brick. It took only 5 minutes or so to build, but I feel this set added plenty to my collection - excellent value for money. Run fast and shoot straight!<br>",TRUE,4,5,1,5,5
"sudorum","2011-02-09T20:30:33.76Z","Jango Fett Served Four Ways","This is the first and only battle pack I truly wanted the first time I heard of it. The fact that it was going to feature mandalorians instead of clones or rebels signified to me a much needed change. The only disappointing aspect about this battle pack is that all of the mandalorians are the same color. Also, they are very close resemblances to what an improved version of Jango Fett would look like. As in all battle packs, the minifigures are the center of the set. The turret and the strange vehicle neither hinder, nor help the set. They're just kind of there.&nbsp;",FALSE,3,4,1,1,4
"Brickmeister1138","2011-01-24T22:24:25.05Z","When Battle Droids are not enough, it is time to send in the Mando'ade!","<p>This set is epic.&nbsp;It finally gives one the ability to add some Mandos to a Lego battle scene that are NOT based on parts lifted&nbsp;from a&nbsp;Boba or Jango minifigure. This set, like the Clone Battle Pack, is compsoed of multiple elements:</p>
<p>&nbsp;</p>
<p>The Mandalorians: In the Star Wars Universe, there are few forces more feared than the Mandalorian Supercommandos, and Lego has certainly given them justice in this set. The details are fantastic, and Lego even captured the intimidating look of the Mandalorian Armor (or beskar'gam if you are a Star Wars fan). Though the thing that puzzles me with this battle pack is the fact that the Mandos appear to be Clones. I do find it ironic that the CLONE TROOPER battle pack's troopers had more individuality than the Mandalorians in this set.</p>
<p>&nbsp;</p>
<p>The Speeder: The speeder captures the look of the speeder used by Obi Wan and Duchess Satine in ""The Mandalore Plot"" episode of the Clone Wars. It is a simple build, but it was a simple speeder in the episode, so I have no compliants. </p>
<p>&nbsp;</p>
<p>The Cannon + Repeater Rifle: These features of the set add to the playability, but are of little use to one going for movie accuracy. These componenets of the set are average, and I found them to be of little use.</p>
<h4>Pros</h4>
<ul>
<li>The Mandalorians Look Awesome! 
<li>The Speeder is movie accurateand well built 
<li>4 Jet Packs 
<li>The face on the mandos (though repeated) is well done and is easily useable elsewhere (it makes a great head for an Imperial Officer)</li></ul>
<h4>Cons</h4>
<ul>
<li>The Mandalorians appear to be clones, some individuality like in the Hoth Battle Packs would have been nice. 
<li>A commander (Governor Vizsla for example) with different armor would have been Welcome 
<li>The Cannon and Repeater Blaster are a little silly 
<li>A little Expensive 
<li></li></ul>
<p>This set, despite its slight flaws, is very well made and is truly a sight to behold. It is a must have for any Star Wars fan, and is an excellent Mandalorian Armor source (Mandalorian armor is the height of fashion amongst mercenaries and bounty hunters)&nbsp;and&nbsp;army builder. Overall I give this set a 4.75/5. The .25 was taken off because Mandos are not supposed to be clones.</p>",TRUE,5,5,3,4,4
"lesar3","2011-01-31T12:28:05.19Z","Mandalorians Woohoo!","<p>New Mandalorian Battlepack!&nbsp; <br></p><p>4 Minifgures and 68 pieces<br></p>
<h4>Box/Instructions</h4><p>Box is small like all battlepack boxes nothing special on it, instructions too, nothing new<br></p>
<h4>Parts</h4>Set contains 68 pieces, no new pieces, most of them are in blue and grey, nothing special on them<br>
<h4>Minifigures</h4>4 mandalorians, they all look same, but they are very good designed, torso has printing on only one side, but that's not problem 'cause jetpack covers their back. Helmets are same like new Boba Fett's only in different color. Only bad thing about figures are their faces-they are ugly, even worse than clone faces
<h4>The build</h4>Nothing special.. very easy to build, 5 min. max.
<h4>The completed model</h4><p>The speeder is kinda stupid, it's too small, but it can maybe be useful in MOCs</p><p>Small turret is is pretty cool, it's very useful in almost every SW MOC, it can be attached to Mandalorian hand</p><p>Big turrent is also great, simple but nicely designed, it's also very useful in MOCs<br></p>
<h4>Summary</h4><p>It's pretty good set, playability is not very good (unless mandalorians fight with each other)</p><p>But most of people buy battlepacks only for minifigures.</p><p>Figs are great it could be of course better if even one of them is different but it's not so big problem...</p><p>If you have opportunity I think you should buy this set</p><p>I'll give it 8/10<br></p>",TRUE,4,2,3,3,5
