"author","datePosted","title","review","HTML","overall","parts","buildingExperience","playability","valueForMoney"
"flyguy","2009-07-08T20:22:16.293Z","You've never heard of the Millenium Falcon?","Look if your a big kid like me this is the shiznit. It's no Lego Death Star but it's
lowish cost, a quick build and it's the falcon! Not the best kit but iconic and small enough not to take up your precious display space.

Pros:
some storage in a kind of front compartment ramp
quick and easy build
fairly sturdy and quite heavy
good design and use of bricks
quite a few spare bricks



Cons:
Just a bit too small, a little bigger would have had a better rough scale towards minifigs and would have been a decent diorama, but I guess Lego want you to buy the big ass falcon.
no minifigs, something exclusive would have been nice even if not at scale.
no side ramp
stickers



flyguy
www.flyguy.net",FALSE,4,0,0,0,0
"jamal_lts","2009-07-15T14:18:35.59Z","I won it from Lando!","A nice alternative to the amazingly huge 10179. Makes a nice display model. Not much playability.

The major details are there. You can't tell much from the box art but when you finally built it, it looks superb. However, the cockpit to me is still a bit too big it terms of its width.

Stands on its own with its landing gears but when you want to fly it around, looks awkward unless u pull it out.

The built is fast and nothing exciting. 

Grab it if you are a Star Wars fan like me. I simply love the size for its convenience on the desktop without hindrance to my working space.",FALSE,4,0,0,0,0
"Heishi","2009-08-03T07:24:43.06Z","Lego needs to made more midi-scale sets","I picked on up at the Lego store in Potomac Mills, Va / USA.
I enjoyed building this set.  I agree with Ant in South Africa as far as the pros and cons.

One thing I don't understand with Lego is the use of colors for some of the internal bricks.  There are blue and yellow pieces on the inside of the lit that you can see (when looking at it up close) that i am going to replace with light and dark gray pieces.

all in all. good set. fun to build.  ",FALSE,4,0,0,0,0
"Ant","2009-07-17T05:58:49.513Z","Something new and exciting","Just picked this set up as a post exam result gift for myself. It was an impulse buy, not a set I had been waiting for, but I realize it was well worth it.

I disagree with those who say the build is not exciting or that the set is too small. 
On the contrary, I found myself thinking how much more enjoyable it was to build this set than some of the other recent Star Wars sets. I felt like I was building one of my own MOCs rather than a standard issue set.
The set is not too small at all, I think that it would have been difficult to design a bigger set at this price point that matches up well with the real thing. On the price, I think the piece to price ratio is reasonable, compared to some of the other recent licensed sets (think Temple of Doom or Venator).

My favourite feature on the model is the antenna dish. You can't see it clearly from the picture on the box, but TLC has managed to perfectly recreate the triangular structure that the actual dish sits on.

Pro's:
- Fun build
- Reasonable price
- Something different (I find the smaller Star Wars sets have become boring)
- Detailed model

Con's
- I've accepted stickers, but cockpit sticker was 3 separate stickers which isnt
  necessary.
- section behind the cockpit is a bit blocky
",FALSE,5,0,0,0,0
"ArmchairEconomist","2009-09-23T03:36:34.403Z","Had fun building this with my 6yo!","I must give credit where it is due... because this set is 70% built by my 6 yo daughter. I just sat down and pass her the parts and she's the one who actually put them together (with my guidance of cos lah). Some parts are a little small, so she still doesn't have the kind of dexterity nor strength needed to fit and push some parts together. 

Time taken to build this was slightly over an hour (more like 1.5 hours). But must give a big discount since we are talking about a 6yo here. 

Build was quite straight-forward. Nothing special. No minifig. Low play-ability. Quite small. If I didn't build it with my gal, I'd probably be bored building it. Which is the result why I'll give it only a 6.5. 

But on the plus side...it's surprisingly quite detailed. And I'm glad they actually took some trouble to get a bit detail internally, they could have taken the short way out and fill it up with boring grey bricks. 

So.. is it a must-have? YES!! Everything aside... Simply because it the most iconic SW ship!",FALSE,4,0,0,0,0
"Chilli96","2009-12-26T18:48:07.263Z","A Millennium Falcon you can afford","This is the midi-scaled Millennium Falcon, even though it is a quarter of the size of the Ultimate Collector's version.

Pros
 - Gun things on top and bottom spin
 - Little satellite spins
 - Blue tube used for engines
 - Has phones on it
 - A Millennium Falcon that you can afford

Cons
 - Too small for minifigures
 - Satellite comes off easily
 - Landing gear are sticks that don't move
 - Too many stickers
 - Cockpit is too big for it's space",FALSE,5,0,0,0,0
"Monty","2010-01-03T18:15:17.2Z","Swooshable Falcon","This set seems to be available exclusively through Tesco stores in the UK otherwise it is SAH or a Lego Store.  I resisted for a while, but cracked on a recent trip to Tesco.

I enjoyed the build, but for the very first time for me in hundreds of sets I had a piece missing – luckily my spares box came to the rescue - and had others left over that I did not need – I would have preferred just the correct parts.

I agree there are some odd colours on the inside, but this does not matter too much except where they show through. So far I have not modified this set, but if I do it will probably be to these odd colours.

Stickers are used for the cockpit and elsewhere, but they are of the clear plastic variety which seem to have very strong glue compared to the paper ones so I guess time will tell – would still prefer  printed – like some other bricks in the set for grilles.

I like the overall appearance and with its solid design it is certainly much more swooshable than the larger 4504 which I loved and more accurate than the previous mini scale 4488 offering.

I feel it was still a little over priced for what you get, but that seems to be the norm now with the branded sets be it Star Wars or Lamborghini – I guess you pay for the name.

Due to missing part and odd internal colours as well as slight overpricing I think a 4 is about right,
",FALSE,4,0,0,0,0
"starwarsgeek101_","2010-01-27T11:07:32.857Z","Smart idea","Pros:
Great Size
Amazingly Detailed
Cheap Price - compared to other millennium falcons

Cons:
Stickers
Rotary Dish breaks off almost every time you play with this.

LEGO seems to be developing a new type of set. You can see that in 2010, a midi-scale imperial star destroyer will be coming out. ",FALSE,5,0,0,0,0
"quinlanweaver28","2010-06-08T12:49:05.263Z"," CLONE WARS PACKAGING?","<p>&nbsp;i just went to disneyland so i just picked this up at the lego store there and when i rushed into our house when we finally got home i tore open the box and dumped out its contents.</p>
<p>&nbsp;</p>
<p>just to say this set is great for its playability but not it $ value. i mean really 40$ for&nbsp;&nbsp; pieces and 0 minifigs?</p>
<p>&nbsp;</p>
<p>&nbsp;but i guess i better get back to the review.</p>
<p>&nbsp;</p>
<p>this set is excellent if you get pdf. instructions online for mini sets it seems perfectly to scale</p>
<p>&nbsp;</p>
<p>pros: </p>
<p>great detail and wierd building techniques</p>
<p>&nbsp;</p>
<p>cons:</p>
<p>stickers!</p>
<p>wierd inner colors</p>
<p>flimsy radar dish</p>
<p>cargo port barely has a reason to exist</p>
<p>4 moving parts (technically 5)</p>
<p>&nbsp;</p>
<p>but if you go to lego.com and go to shop by theme- star wars- the clone wars- midi-scale millennium falcon the falco is under TCW not classic. i guess that gives you time to see if the falcon ever was in TCW (movie/ tv show)</p>",TRUE,5,3,4,4,4
"piratedave84","2010-03-22T07:13:41.437Z","Finally!!","<p>After meaning to buy this set for some time, I finally did yesterday.&nbsp; The set is very nice, the dimensions and proportions are really good.</p>
<p>&nbsp;</p>
<p>The building experience was quite fun, it featured some fun techniques (sides and reactor).</p>
<p>&nbsp;</p>
<p>The one thing about playability that I find inconvenient (reason it has 4 for playability) is that the way the dish is mounted is quite flimsy and tends to fall off whenever swooshed.</p>
<p>&nbsp;</p>
<p>Alltogether though this is an awesome buy. Go get it!</p>",TRUE,4,5,5,4,4
"stevosowl","2010-05-20T15:03:48.043Z","A good midi scale star wars set","<br>Just built my first ever Falcon in lego. The large sets are too expensive and this was a bargain at £20. The set comes in a large box, the pieces in three bags with two more within a a large bag. Unfortunately you need to open all bags at the start of the build.<br><br>There are lots of pieces and it feels good value for money. The build is fun even if pretty straightforward. It took about an hour and 20 minutes at a leisurely pace, most pieces are standard lego fare with few bespoke. The internals are constructed in odd colours but these cannot be seen on the completed vehicle.<br><br>The finished model is large and weighty but is not too playable. The satallite dish is incredibly flimsy and will fall off, as will the six non-movable 'legs' it stands on. A shame.<br><br>Overall a good set, which i can see being collectable in the future. <br>",TRUE,3,4,4,2,4
"vynsane","2010-01-19T14:55:40.467Z","Beautiful, affordable, well-detailed model of a total classic","Long, LONG ago, I wrote a letter to LEGO Group suggesting that they make sets based on the movie Ghostbusters (it woud've been so awesome). In their response, they articulated how they pride themselves on developing non-licensed properties but would take in under consideration. My how times have changed. My question now is: Where is my royalty check for giving them the idea to venture into licensed properties? ;)

I received this item from my wife for Christmas after seeing it in the store and falling in love. I had been intrigued by the Star Wars and Indiana Jones sets, but felt it would be too much to get into. This set was too good to pass up - a moderately-sized model of an awesome spaceship for a reasonable price that would be a good display item. Of course, since receiving this item I've now either received or bought a couple of Indiana Jones and Space Police 3 sets, but that's neither here nor there.

The build on this was a lot of fun - whether or not that had more to do with actual construction, or the fact that it was the first LEGO set I constructed in a good 20 years and that my 3y/o daughter had just as much fun helping me than it did, I can't really tell. It made for a rather special Christmas morning, all told. As noted in other reviews, the area behind the cockpit is a bit clunky, but that's the biggest gripe I can come up with.

The end result, however, is more like a rather intricately detailed scale model than a lego set, probably due to the non-standardized (meaning not mini-fig compatible) size. This is a benefit and a drawback - older fans of Star Wars who are not necessarily into LEGO might pick it up as a collectible, and LEGO artists might get it for vignettes or photo MOCs, as a background piece to facilitate forced-perspective. For MOCers, the piece has a large variety of light gray parts, so that's another faction of LEGO entusiasts that will take interest in this set. On the other hand, the size makes it easily swooshable even for little hands (especially in comparison to the larger versions) so playability IS high in that regard, though it suffers due to the scale issues. It might work in-scale with some of the mini starfighter sets like the X-Wing and others. I don't know off-hand, as I don't own any of those.

It would have been nice to include a display stand for it, but i understand the need to keep it as affordable as possible and utilize all the pieces included solely for construction of the ship itself. It could be constructed relatively easily for an experienced builder, and I'm going to take a stab at it myself.

As the inaugural edition of a series that will apparently continue, it's interesting to see where this type of set fits within the greater scheme of the LEGO product line. Whether it is more appealing to MOCers, Star Wars fans, or kids for playability remains to be seen. It may just continue to straddle the fence of all those categories that I've arbitrarily created, though future additions to this fledgling series may show a clearer path.",FALSE,4,0,0,0,0
"blaksamu12","2010-08-11T21:43:51.927Z","Awesome but has a few flaws","<p>The Midi-Scale Millenium Falcon is an excellent set.&nbsp; It has immense detail and looks great.&nbsp; However, the ship lacks playibility and value for money.</p>
<p>&nbsp;</p>
<p>The <strong>building experience</strong> it very good.&nbsp; I had a great time building the set.&nbsp; The interior was really cool and not to hard.&nbsp; It was a very interesting build because both sides of the set were different so the was no repetition like in the new Midi-Scale Star Destroyer.</p>
<p>&nbsp;</p>
<p><strong>Playability</strong> for this set set is definately lacking.&nbsp; The only thing you can do really is fly it around and move a few pieces.&nbsp; There isnt any true features, but when a buy an overall really small set, then you shouldn't really expect much for playibility.&nbsp; The&nbsp;ship is better for&nbsp;display.</p>
<p>&nbsp;</p>
<p><strong>Value&nbsp;for Money </strong>isn't great but its not horrible.&nbsp; The set is $40, which is a lot for a set that you can hold strongly with one hand.&nbsp;&nbsp;However,&nbsp;there is 356 pieces, so its only about $5 over-priced.&nbsp; It still hard to believe its $40 for how small the set is.</p>
<p>&nbsp;</p>
<p>The set is wonderful <strong>Overall,</strong> and is must-have to me.&nbsp; The price is kind of high and there minimal playability, but its fun to build and looks great.&nbsp; It set is perfect for display, and comes with some cool Millenium Falcon facts.&nbsp; I would get the set if you like star was and if you want pieces, but its not for people who like sets with lots of figures and playability.&nbsp; I highly recommend it.</p>",TRUE,5,5,5,3,3
"Optimus_Wombat","2010-11-14T12:35:40.76Z","Overall good model.","This midi-scale set is good for those who:<div><br></div><div>1) don't want to splurge on the full-sized Millennium Falcon set, and/or</div><div>2) want something that's reasonably solid and playable (as opposed to, for example, the extreme flimsiness of 4504).</div><div><br></div><div>Detail is quite good for a midi-scale model, and the model itself will withstand a child flying it around the living room.</div><div><br></div><div>One of the annoyances is the use of stickers to fill in some of the additional details, instead of pre-printed parts.</div><div><br></div><div>Pricing is reasonable for the number of bricks included.</div><div><br></div><div>Instructions were easy to understand.</div><div><br></div><div>Model actually includes a belly turret, unlike 4504.</div>",TRUE,4,4,4,4,4
"tkettle9719","2012-01-03T18:15:39.96Z","A 40 dollar perfection","<p>I got this set for Christmas in 2009 from my grandparents, and think that this little set is among the most incredibly epic in my collection; tiny, but mighty. <br></p>
<h4>Pros</h4>
<ul><li>-The finished model looks absolutely superb; nothing is overdone, and has the great coloration of the <span style=""font-style: italic;"">Falcon</span>.<br></li><li>-This has many clever uses for pieces; the telephones on the sides, the tube for the engines, etc.; it is total genius.<br></li><li>…</li></ul>
<h4>Cons</h4>
<ul><li>-The stickers- though not the most sticker-filled set, they are still evil and annoying. <br></li><li>-This is absolutely minor, but the use of the regular bright red for the satellite dish is disappointing and off compared to the rest of this near perfect set. <br></li><li>…</li></ul>
<p>This set is truly amazing, and has a great idea: large ships, small and perfect design, for cheap prices. Many aren't exactly onboard for these, but I am, and you should be, too. <br></p>",TRUE,5,4,5,3,5
"tomalphin","2014-01-11T01:33:04.82Z","A good small-scale model of this classic Star Wars ship.","<p><strong>Background:</strong> I am an AFOL who has been building at least 1 set each year for my whole life.&nbsp; For the last 10 years, I have received about one set a year as a gift, usually a 30-60$ set, and have attempted to build them using only one or two photos on the box.&nbsp; Naturally, some sets lend themselves better than others to puzzle-style building, so I often end up reading the instructions to finish the model.</p><p><strong><br></strong></p><p><strong>Building experience</strong>: This set was one of my first more intricate models I received as an adult.&nbsp; It was a gift from my wife.&nbsp; I built it many years ago, so this review is based on my memory.&nbsp; I was able to create the main exterior without using the instructions, but struggled to figure out how the central core and left cockpit would come together.&nbsp; </p><p>After much experimentation, I was able to get the cockpit in place at the right angle, but gave up and resorted to the instructions to assemble the central core of the model.&nbsp; </p><p><strong><br></strong></p><p><strong>Finished model:</strong> The resulting model is a bit small, and doesn't include any minifigures, but it is an attractive model and includes a lot of nice details given the relatively small scale.&nbsp; </p><p><strong><br></strong></p><p><strong>Conclusion:</strong> I would have given this a 7/10 on a 10-point scale.&nbsp; It's definitely above average, but not all that inspiring.</p><p><br></p><p><br></p><p><br></p>",TRUE,4,4,4,3,3
