"author","datePosted","title","review","HTML","overall","parts","buildingExperience","playability","valueForMoney"
"A_Brickset_user","2004-11-30T20:37:14Z","Nice little nab if you want it!","       This is a tiny set that I recieved for a little party gift. The green goblin is like the spider man equivalent of Vader. His little hover striker scooter thing is awesome. It has little harpoons on it and uses gears and aerodynamic wing pieces. Mary Jane is kindof cheap, not quit Kearston Dunst. It comes with a cool light thing that I added on to my towns streets.",FALSE,4,0,0,0,0
"A_Brickset_user","2004-12-11T02:11:31Z","Decent little set","Totally agree that this set is the Spidey equivalent of Final Duel, the cheap way to get the bad guy. This set, like so many of the Spider-man lineup is sparse for it's price, which at retail was about $8 (thank goodness for clearance). If only they made a two-fig set with Spidey in it.

Mary Jane is a figged with the same two-sided head with a scared face in the back included in the weirwolf studio pack. The evening gown is printed elegantly and loyally follows Kirsten Dunst's wardrobe from the movie.

The goblin's figged well, but the solid green helmet is obviously calling out for the painted redesign in the Origins set. The rocket sled is a decent representation of the movie craft, simple and sweet. Oh, and the translucent pumpkin bombs are a nice touch. 

9/10 'cause I really like the helmet and the dress piece, and if you can find this set now, it's probably at a merciful clearance price. ",FALSE,4,0,0,0,0
"ratz","2008-01-11T11:06:03.497Z","fashionable mj","as a set this is no highlight, the glider is just too big, and the 2 huge printed slopes are as useless as one can think of. also that lamppost-thing does not convince.
on the other hand you get those two really fine minifigs, mj with a unique torso that makes her look gorgeous, and the goblin with a gold-imprinted helmet (not in 4852!).",FALSE,3,0,0,0,0
"Novelty","2007-04-21T08:12:19.38Z","Gob him!","This is an odd little set.  Mary Jane and a fiew poles, the goblin on a flying machine and fireballs.  How is this supposed to help in the Studios... it's not too useful.  This should really have been released as a Spiderman set instead of Studios.",FALSE,2,0,0,0,0
"mrmitch","2007-06-03T03:21:24.043Z","Get set for the figures if nothing else","Two cruitial people from the Spider Man movies, you need this set if you are into Spiderman Lego sets. The glider falls apart easily when playing with it my 6 year old has proven that time and time again. Overall a good set was 5 USD, and two awemome minifigures for the collection. ",FALSE,3,0,0,0,0
"Blade","2008-01-23T08:29:29.077Z","Spidey Rarities","This was my first and smallest Spider-Man set. Shame you don't get Spidey AKA Peter Parker in it but you do get the two other main characters from the first movie, Mary Jane Watson (Kirsten Dunst)and Norman Osborn who becomes the Green Goblin (Willem Dafoe). 

The main part of this set is the Green Goblin's glider. Consisting of 28 pieces the glider is quite large with a good wingspan and a rod with a handle for manoeuvring it in play or making movies. The rod can also be detached and used with the characters to make them fly and fall. The wings are on the new style block hinges to adjust the angle. The glider has painted blocks which is great, making it exclusive to this set and not having any lame stickers. It is armed with a laser at the front and spears on either end of the wings.

The Green goblin is also exclusive to this set, so it is a must if you want him. He is dressed the in full Green Goblin suit with a piece that goes on like a cape but allows you to clip him to things or attach him to the movie rod. His head is all green except for his face which is yellow, with eyes, mouth and eyebrows. His helmet is completely green, unlike the helmet in 4851, which has the Goblin but he has a helmet with yellow slit eyes.

MJ is also an exclusive to this set wearing what is meant to be the beautiful red dress  with goal seam and design from the movie. The head has two faces one smiling and the other scared, topped with orange hair tied up in a pony tail.

The other accessories that come with this set are: 
2x small street lamps
2x small fires
3x neon orange goblin bombs

Overall this is a great set to get to get for the price just due to the special mini-figs and rare parts. This set is good but it's playability is limited without another model containing Spidey. The aesthetics of this model are very good and pretty accurate to the movie considering it is LEGO. I feel this set is a 7/10, mainly due to the cool things you get in such a small model but the lack of playability doesn't give you much to do with it. Still this is a great set and a must for any Spider-Man fan. Also a good one for action fans or just for a change of pace in your collection.",FALSE,4,0,0,0,0
"Gus_263","2008-04-20T17:31:33.327Z","Ok, but needs more things on building","This is a small set of the studios theme, spider man subtheme. The set features no much innovations, and it still good in some things on the design (like some details of the minifigures and details of the goblin's jet). The set includes the minifigure of Mary Jane, that is simple but well designed, and have a good color scheme, with the correct schemes on the movie. The minifigure of green goblin is also well detailed, like in the &quot;armors&quot; on the torso and in the legs, all still in a Lego minifigure original shape, except by the head. The head (the piece is only the helmet), looks like to be an adaptation of the original, in Lego style, but the shape isn't good, and too the size. The color is nice, but it hidden the details on it, and it makes the minifigure  worst, because the body and head don't stay well together, with these odd differences on the shape. The jet isn't well made, too due to the size, but the minifigure fit well on it and the few details on the &quot;wings&quot; (these are made by some encurved long bricks), that are good printed details. But there are also more problems, like the missiles on each side of the wings, there are small missiles, and these fit well, but the size isn't the better. The set is also &quot;increased&quot; (not exactly, the small towers don't cahnges the building very much), with some small towers, made by circular bricks in different sizes, and these have a nice color scheme, combining beige and black, with some green details. Overall the idea wasn't bad, but some problems on the building and pieces used, with different shapes, makes this small set,that was a cheap option (but due to the price, it could includes more pieces, or the spiderman minifigure), not the best option to get some Lego spider man stuff.",FALSE,4,0,0,0,0
"asianlego","2008-10-01T11:27:26.247Z","Save me, Spidey!","I remember looking at this set on display in Toysrus a few years back and inspecting every single detail on it. I think that this set is a bit weird. The street lamps are more like garden lamps because they are very short and I cannot imagine MJ hanging on to a garden lamp. Second, Green Goblin looks correct in every way for his Lego form but he looks very scary. The details on the glider's wings are printed. MJ brings a nice touch to this set.

-asianlego",FALSE,3,0,0,0,0
"legocolecter_abu__h919","2008-12-02T21:59:27.357Z","This set rocks like rock raiders!","This set was awesome. I got it from my mom a long time ago for Christmas. It was a cheap way to get green goblin or Mary Jane.
The spiderman set is rare because of the glider and the pieces.
I used to love this set before I lost the minifigs.
Well bye",FALSE,5,0,0,0,0
"UFO_and_Insectoids","2011-01-09T00:07:31.883Z","Out am I?","<p>This is the very first Spiderman set I got. Although it is a very small set, it is still cool and includes a lot of&nbsp;rare pieces! The minifigures are very detailed and cool as well!</p>
<p>&nbsp;</p>
<p>Pros-</p>
<p>-Minifigs, Green Goblin(cool helmet and armor) and Mary Jane</p>
<p>-Green Goblin's glider which features some detailed and rare pieces!</p>
<p>&nbsp;</p>
<p>Cons-</p>
<p>-Small set, therefore has quite a few tiny pieces that can tend to get lost fairly easily.</p>
<p>&nbsp;</p>
<p>Overall-4/5!</p>",TRUE,4,5,4,4,4
"Marcus_Clinton","2009-05-14T18:24:00.483Z","Good Set","kinda basic but I think that was the point :P It was a great way to get mary jane and the green goblin. As a kid I loved maryjane and I kept on losing her so I bought like three! The little stand up lights are ok but a little random and the fire is a bit strange. It seems like lego just through those in. The green goblin's flyer is really cool and has great swooshability. The figs are really great for such a small set and maryjane has a double head Yay! All in all 5 because as a kid I just LOVED this set.",FALSE,5,0,0,0,0
