"author","datePosted","title","review","HTML","overall","parts","buildingExperience","playability","valueForMoney"
"baylego","2008-12-22T10:02:21.327Z","Rockin' the Rocks","I found this at my local Toys R Us in Colorado. It is awesome. When the front wheels spin forward, the dark gray wheel part of the driller turns clockwise, and the light gray drill in front tuns counterclockwise. The wheels are big and beefy, and the minifigures have cool new outfits. the monster is smaller than expected, and doesn't look very evil. You can fit 2 crystals or the stick of dinamite in him. The stickers are very cool, the ones on the very front have texture. The drilling mechanism works very nicely, and this set gets a 6 out of 5!",FALSE,5,0,0,0,0
"legojango","2008-12-28T17:26:19.89Z","I can't think of a word to describe it.","As I said earlier I can't think of a word to describe it, in a good way. My father can't find out ho the gears work! It is smaller than I expected. Well, I'll just list my Pros and Cons.

Pros:
1. Orange rock monster
2. Automatic drill that spins while driving
3. Two crystals
4. Power miner commander and machanic figures
5. Has an inside
6. Dynamite

Cons:
1. Smaller than expected



P.S. the symols on the vest stands for:

Star = Commander

Bomb = Bomb specialist

Chemical tube = Scientist/chemist

Screw = Mechanic",FALSE,5,0,0,0,0
"Takeshi","2008-12-30T11:09:12.967Z","Hey, was that a wall? I didn't feel anything...","This set is definatly my favorite power miners set that I have gotten so far. It has quite a few awesome features, such as and a drill that rotates both ways at the same time! Awesome! Pros and cons time.

Thunder Driller
Pros: It is well built and has awsome new pieces like dynamite, huge spiked wheels, and the new drill bit. It makes amazing use of gears, including an intersting gearbox piece that I've never seen before. The engine room has a removable top, and allows you to fit a miner and several enrgy crystals (although this set only comes with two). When you the vehicle forward, the drill turns counter-clockwise, and the grey piece behind it turns clockwise by using a very ingenious system of gears. The set also has those textured stickers.

Cons: Some of the stickers a hard to put on, and the wheels only turn on a rough surface, like rug or baseplates. Also, don't let the picture on the box fool you! it is a bit smaller than you think.


Firox
Pros: poseable arms, and can hold two crystals in his mouth if you put them in just right.

cons: His legs don't move, and he's a bit smaller than anticipated.


Summary: This is an awesome set. If you are thinking of getting the claw digger, see if you can save up the 10 more dollars needed to buy this one. It's definately worth it!",FALSE,5,0,0,0,0
"Republic_Commando_Sev","2009-01-19T22:05:32.013Z","The Best Power Miners Set!","I bought this a couple weeks ago at Toys R Us.

The Box: On the front of the box, it shows the Thunder Driller in action, drilling, with Duke in front of it snatching a crystal from Firox. On the back, it shows some of the functions, like the spinning drill and opening compartment, and also the combo model.

The Build: You dump it out, and 234 parts come tumbleing out. You get a lot of wheel pieces, (which are really big). You start by building the mini-figs and tools, and then the  bottem, with the axles, and plates which you build up on. The build is pretty fun, and it doesn't take too long to build it. Once it's finished, you get one heck of a model!

The Finished Product: The finished product is amazing. The wheels are HUGE, and look so awesome on it! 
I'll slow down, and start from the front and go back. 
The drill is utterly amazing! It's very big, and spins in two seperate directions. It spins when the front wheels turn, which turns a gear, which turns another gear, which turns another gear, which turns ANOTHER gear, which turns a 3 or 4 gears inside the drill making it spin. I really love the spinning drill function, it's just so cool!
Now, the wheels are amazing. Very thick and big, and there perfect for mining. I like the mudflaps in front of the front wheels. (I think there mudflaps anyway)

I like the capartment in the middle, it 's big enough to hold two mini-figures. I store Firox in there, when I'm not using him. I do wish there was something else in there, it's just empty besides one gear.

The cockpit is at the back, and theres two engines on the side of it. It has two control sticks, and for some odd reason a flame blasting out of a hole, into the cockpit. I don't know why Lego did that, it looks cool, but the mini-figs would fry. Theres also a kind of geological map/control panel thing too. To the left of the cockpit is a storage container, which is big enough to hold the Walkie Talkie, PickAxe, and Dynamite. The Dynamite is a very cool piece, and I'm glad Lego made it!

The two spot lights on top are very cool, and I like how one chain hangs over the side of the top. It also has a sticker on a 1x6 brick, and it says ""Pnuematics"" or however you spell that.

The MiniFigs: The Minifigures are great, it comes with Doc and Duke, as well as Firox. Doc is my favorite character. I Love Firox, the orange color is really stunning. I love the orange crystals too, and Firox can eat them. You can fit two of the big ones in his mouth.
Firox was much much smaller then I expected, he only goes up to about the Mini-Figs shoulders. At first I was dissappointed, but now I like him small. He's so cute to!

Overall: The Thunder Driller is awesome. If you want a Power Miners set, I suggest you get this one. Even though it is $30, all the grand pieces you get in it make up for it. I really really do love it!
One thing I forgot to mention, a lot of people complain it doesn't work on tile, but mine does. It's not as good as on carpet, but it still works. I also love the independent wheels on the back. (By ""independant"" I mean one can spin, while the other one isn't. There connected to two seperate rods) 


I really really hope you get it, you will not be disappointed!
I hope this review was helpful!
Sev
",FALSE,5,0,0,0,0
"McPatty","2009-01-04T19:29:17.843Z","An Awesome Power Miners Set","This is a Awesome set. This was my very First Power miners set.On day i was building my lego when I got a cal from my friend (Lambman) saying he just got two power miners sets plus a new Glatorian. So I was jealous. The Next Day I said can we go buy a set to my mom, she said yes, so we went to were my friend got the Power miners set and I go and get This AWESOME set and A Glatorian (Vorox).When I got Home I pounced on this like I was a Cheeta and it was FOOD. So I Built it (in 30mins.) and boy was I ever happy. I made two little Stop motion vids and ya (visit me at http://www.youtube.com/user/legodudejr )

Pros:

Detailed Fig
Got Firox
two Crystals
Drill spins when moved forwords and backwards

Cons:
Firoxs legs dont move

Over all I rate it Ten/Ten

SWEET

BYE

McPatty
",FALSE,5,0,0,0,0
"IlovePowerMiners","2009-01-22T14:58:00.653Z","Crystal Clear Fun... (Crystal- HaHa)","I bought this set with my $30.00 that I got at Christmas, (actually, I got $35.00, and spent the rest on taxes). I like Firox, because he's my favorite color (and the fastest rock monster). It comes with two miners (Don and Duke). I heard you can find it on Ebay for $20.00. the set comes with two crystals, and a pickax, a walkie- talkie, and some dynamite. 

 Pros: Firox
          Don
          Duke
          BIG
          2 crystals
          Spiked Wheels
          Dual direction drill

 Cons: Exhaust pipes on side fall down (not off) easily.

Buy it if you haven't already!",FALSE,5,0,0,0,0
"Mark_Bellis","2009-01-31T11:52:03.043Z","The best Power Miners set","Building the Set: The important thing to remember during the build is to keep all the axles and gears turning freely.  This is the only thing that I thought was missing from the instructions - a picture of a free turning axle used to be in the instructions of every Technic set.  It is important for making the drill work well and the wheels turn well on most surfaces when you're finished.  Very smooth surfaces such as tiles, laminate floors or window sills, might show some wheel slip but it's fine on carpet, sofa, knee, bed or anywhere with some grip.

The one issue I had with the build was that the exhaust pipes (cones and clips) are fragile but they are also at the centre of gravity of the model, the very place where you would naturally grip it to pick it up.  This means that either the exhaust pipes move or fall off, or the model slips out of your hand easily.

The body strength is not the best because the compartment sides are not rigidly attached to the central bulkhead.  It could do with some lime green corner plates here (they appeared in 3 sets in 2005).

Play Value: Spinning drill, moving wheels, opening compartment with room for figures, monster and crystals, flexible rear ladder cover, crystal-eating monster with mouth big enough for two crystals.  Bettered for functions only by the most expensive set in the range, which is twice the price.  Therefore this set is better for functions per pound.

Value for money: £19.55 in the UK for 250 parts (234 plus extra small ones) is 7.82 pence per piece.  This is less than the price per piece of most franchise sets.  The 11 big wheel and drill pieces and the three big compartment pieces push up the price per piece but it is not too high for the parts that are in the set.  For the seasoned LEGO builder, this is a set to buy if you have some idea of how you will use the large pieces in your own models later.

Parts Usefulness and Interest: This set earns the highest score for parts usefulness.  When first seeing a set like this from the outside, one often expects the big parts to be useful only for one thing.  Happily this is not the case with the drill and wheel parts in this set.  Someone in the LEGO company must have had fun when they designed these parts because they are interesting from the outside but also useful from the inside!

The wheel parts have a ring of 48 teeth inside, which are used with three 16-tooth cogs in the set to make the drill contra-rotate.  The wheel parts have particular interest for Technic fans because they can be used with other combinations of cogs, such as 12-24-12 and 20-8-20, to make different gear ratios for epicyclic and automatic gearboxes.  This is the best innovation in gear design since the Hailfire Droid wheel.  This set has the best combination of the new Power Miners parts, having equal numbers of the two wheel parts (5 of each).  You would otherwise need to buy 8959 and two of 8961 to get four of each.

I like the way some other useful parts are included.  The 3-lobe axle joiners that hold the side pods have many uses.  The dynamite piece can have clips attached to its 3 lobes.  There is also a new 9-long axle.  The usual mix of clips and brackets is included.  It's nice to see a range of bricks in lime green - it's easier to use the special parts in a colour when there is a good range of the basic parts too.

On technical merit alone, I have never looked forward to purchasing a set more than I have this one.  I hope the LEGO company continues to innovate to bring out sets with such useful parts every year.

Watch out for pictures of gearboxes using these parts on my Brickshelf!

Mark http://www.brickshelf.com/cgi-bin/gallery.cgi?m=mbellis",FALSE,5,0,0,0,0
"knuclear200x","2009-02-17T01:15:03.25Z","It's Just what we've always needed. A Giant Drill (that will pierce the heavens)!","Feeling sad that I've missed out on the Rock Raiders line years ago, release of this new series was a big relief.

One thing that caught my attention was the giant drill featured on the box. and with the size of that box, I just had to add it to my collection someday.

Then just a week before today TRU had a sale on this baby and finally bought it.

As many experienced buyers know, the package inside is never as big as the box. But any bigger means we'd pay a lot more.

Pros:
It has a nice rounded shape. Its other cool feature is the big drill that rotates when you roll the front wheels. Other good things, are the searchlights on top of the vehicle with the transparent round disks. The wheels are also cool with their jagged points, and the front mud guards are an awesome touch. The minifigs' headgear also looks nice with their...uh...fictional explorer-like design and use goggles instead of those crescent shaped visors. And you even get two orange crystal pieces. And once again, the drill. It's bigger than the Rock Raiders' drill. Not shiny-silver, but color doesn't matter.

Cons:
The cockpit in the rear is barely coverd by the two ladder pieces, but is not really an eyesore. Another strange thing, is that the drill doesn't have a pointed end. This was probably to avoid those who were a little prone to poking themselves in the eye. The rock creature it comes with is cute, but a little boring. Needs something like the rock gorilla that came with some of the Rock Raiders sets.

Buts:
Luckily, the set comes with the small grey cones so that you can attach one to the peg at the end of the drill, making it perfect. And even more perfect if you have one of those small harpoons. It sticks out a little though but perhaps there are better pieces to use.",FALSE,5,0,0,0,0
"bluemoose","2009-02-05T06:13:54.403Z","A nice set","This set is probably the best of the current 'Power Miners' range ... but that isn't as great an accolade as it sounds.

The contra-rotating drill mechanism is very nice, and there is a very nice selection of parts in the set ... it's just a shame that lime green is such a difficult colour to reuse in other MOCs.

If you want to buy just one Power Miners set, this is the one to get.",FALSE,4,0,0,0,0
"andy87","2009-01-31T18:06:13Z","my favortie so far","wow i really like this one!

pros:
another rock monster
two miners, doc and duke i believe
two orange crystals
huge wheels
fun building process

cons:
my set was missing a piece.....
cockpit only fits on miner....
",FALSE,5,0,0,0,0
